CreditGrade,Term,LoanStatus,ListingCreationDate,BorrowerAPR,BorrowerRate,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IsBorrowerHomeowner,DebtToIncomeRatio,StatedMonthlyIncome,OnTimeProsperPayments,Recommendations,LoanOriginalAmount,MonthlyLoanPayment,CreditScoreAvg
AA,36,Completed,2008-07-03 20:01:58.093,0.06827000000000001,0.0615,5.950066585742402,Other,MA,Engineer - Mechanical,Full-time,False,0.14,1346.25,22.271949286846276,1,3000,91.47,789.5
B,36,Completed,2008-07-19 14:13:50.260,0.15225999999999998,0.138,5.950066585742402,Debt Consolidation,CA,Teacher,Full-time,False,0.24,4166.666667,22.271949286846276,0,5900,198.91,689.5
AA,36,Completed,2007-02-05 18:37:03.927,0.08684,0.08,5.950066585742402,Not Available,NC,Other,Not available,True,0.0,185081.75,22.271949286846276,0,5000,156.68,849.5
C,36,Completed,2008-05-06 16:02:23.297,0.27305999999999997,0.25,5.950066585742402,Personal Loan,OR,Teacher's Aide,Part-time,True,0.27594660400633886,0.0,22.271949286846276,1,2000,77.12,649.5
AA,36,Completed,2007-06-04 13:36:33.157,0.08684,0.08,5.950066585742402,Not Available,GA,Other,Full-time,False,0.04,2916.666667,22.271949286846276,1,3500,109.68,789.5
HR,36,Completed,2006-11-06 09:48:39.777,0.29775999999999997,0.29,5.950066585742402,Not Available,CA,Administrative Assistant,Not available,False,0.18,3333.333333,22.271949286846276,0,2550,106.86,489.5
E,36,Completed,2008-05-23 13:08:27.100,0.32256,0.2988,5.950066585742402,Debt Consolidation,IN,Other,Full-time,True,0.12,1916.6666670000002,22.271949286846276,2,2000,50.4,569.5
A,36,Chargedoff,2008-06-14 16:38:56.590,0.25517,0.24,5.950066585742402,Business,AR,Construction,Full-time,True,0.33,5416.666667,22.271949286846276,0,12000,470.79,749.5
E,36,Chargedoff,2006-09-03 21:07:17.747,0.06697,0.06,5.950066585742402,Not Available,UT,Waiter/Waitress,Not available,False,0.36,2083.333333,22.271949286846276,0,2426,73.8,589.5
C,36,Chargedoff,2008-07-28 21:46:00.977,0.1324,0.1112,5.950066585742402,Debt Consolidation,NY,Other,Full-time,False,0.11,3166.666667,22.271949286846276,0,6000,196.77,649.5
B,36,Completed,2008-02-08 20:22:07.387,0.18200999999999998,0.1675,5.950066585742402,Personal Loan,AL,Clerical,Full-time,False,0.22,1560.0,22.271949286846276,0,7000,248.7,689.5
C,36,Chargedoff,2008-09-02 14:44:20.697,0.29081,0.2675,5.950066585742402,Other,GA,Accountant/CPA,Full-time,False,0.15,4166.666667,22.271949286846276,0,1500,61.04,649.5
B,36,Completed,2008-06-09 13:02:51.907,0.14974,0.1355,5.950066585742402,Debt Consolidation,NC,Truck Driver,Full-time,True,0.18,4500.0,22.271949286846276,0,8000,271.68,709.5
B,36,Completed,2007-05-15 17:34:25.503,0.11696,0.11,5.950066585742402,Not Available,OH,Accountant/CPA,Full-time,True,0.27,3331.25,22.271949286846276,1,6500,212.8,689.5
C,36,Chargedoff,2007-05-13 13:17:42.910,0.19991,0.1926,5.950066585742402,Not Available,OK,Civil Service,Full-time,False,0.19,3758.666667,22.271949286846276,0,2550,93.81,649.5
AA,36,Completed,2008-06-21 14:20:46.820,0.1255,0.1185,5.950066585742402,Debt Consolidation,IN,Professional,Full-time,True,0.3,12916.666667,22.271949286846276,0,16000,524.86,769.5
HR,36,Completed,2007-06-22 20:49:54.977,0.20471,0.19,5.950066585742402,Not Available,MD,Computer Programmer,Full-time,False,0.12,4462.0,22.271949286846276,0,7500,274.92,549.5
A,36,Completed,2007-01-19 20:11:42.927,0.11696,0.11,5.950066585742402,Not Available,TX,Pilot - Private/Commercial,Not available,True,0.16,14583.333333,22.271949286846276,0,25000,807.62,749.5
D,36,Chargedoff,2007-06-26 06:20:51.510,0.23748000000000002,0.23,5.950066585742402,Not Available,CA,Professional,Full-time,False,0.11,7500.0,22.271949286846276,0,3000,116.13,609.5
AA,36,Completed,2007-08-22 12:36:09.603,0.0768,0.07,5.950066585742402,Not Available,OR,Professor,Full-time,True,0.03,5000.0,22.271949286846276,0,2500,77.19,829.5
E,36,Completed,2008-04-17 12:16:30.530,0.37453000000000003,0.35,5.950066585742402,Personal Loan,VA,Computer Programmer,Full-time,False,0.19,7163.666667,22.271949286846276,0,2900,131.18,589.5
E,36,Chargedoff,2007-09-21 16:01:22.347,0.23983000000000002,0.2248,5.950066585742402,Not Available,OH,Clerical,Part-time,False,0.55,2270.333333,22.271949286846276,0,4000,153.76,569.5
C,36,Completed,2007-12-05 16:14:12.227,0.15791,0.14,5.950066585742402,Not Available,OK,Other,Full-time,False,0.03,2166.666667,22.271949286846276,2,1000,34.18,649.5
D,36,Defaulted,2007-08-31 06:59:02.823,0.2626,0.255,5.950066585742402,Not Available,CA,Teacher,Full-time,True,0.65,5000.0,22.271949286846276,0,3000,120.07,609.5
C,36,Completed,2007-07-12 14:03:43.720,0.1499,0.1428,5.950066585742402,Not Available,NJ,Teacher,Full-time,False,0.14,4916.666667,22.271949286846276,0,4000,137.26,649.5
AA,36,Completed,2007-02-10 14:08:53.273,0.08718,0.07,5.950066585742402,Not Available,IN,Sales - Commission,Not available,True,0.03,16666.666666999998,22.271949286846276,0,1000,30.88,889.5
C,36,Completed,2008-01-13 13:37:02.753,0.12550999999999998,0.115,5.950066585742402,Debt Consolidation,CA,Professional,Full-time,False,0.13,3333.333333,22.271949286846276,1,5000,164.88,649.5
E,36,Chargedoff,2006-12-15 20:58:54.540,0.15713,0.15,5.950066585742402,Not Available,NE,Sales - Commission,Not available,False,0.16,945.0,22.271949286846276,0,4400,152.53,549.5
AA,36,Completed,2008-01-09 14:00:28.133,0.08684,0.08,5.950066585742402,Debt Consolidation,MA,Accountant/CPA,Full-time,True,0.17,6666.666667,22.271949286846276,0,5000,156.68,789.5
B,36,Completed,2008-08-09 13:45:45.413,0.16435999999999998,0.15,5.950066585742402,Student Use,NE,Professional,Full-time,True,0.08,3916.666667,22.271949286846276,0,7000,242.66,689.5
A,36,Completed,2007-12-17 09:39:04.840,0.125,0.118,5.950066585742402,Debt Consolidation,CA,Computer Programmer,Full-time,True,0.16,6933.333333,22.271949286846276,0,18000,596.14,749.5
B,36,Chargedoff,2008-05-12 13:38:05.760,0.26354,0.2483,5.950066585742402,Personal Loan,NJ,Sales - Commission,Full-time,False,0.13,7916.666667,22.271949286846276,0,7999,317.32,689.5
D,36,Completed,2006-12-08 13:51:05.370,0.18023,0.173,5.950066585742402,Not Available,GA,Other,Not available,True,0.2,3533.833333,22.271949286846276,0,6100,218.39,629.5
A,36,Completed,2008-02-04 18:49:49.220,0.16435999999999998,0.15,5.950066585742402,Personal Loan,CO,Teacher,Full-time,True,0.35,2500.0,22.271949286846276,1,11000,381.32,729.5
D,36,Chargedoff,2007-12-07 06:54:41.203,0.29766,0.2899,5.950066585742402,Personal Loan,CA,Police Officer/Correction Officer,Full-time,True,0.33,8333.333333,22.271949286846276,0,3500,146.65,629.5
AA,36,Completed,2008-01-16 13:01:04.087,0.14829,0.1412,5.950066585742402,Business,ID,Other,Full-time,True,0.29,6250.0,0.0,0,22222,760.79,769.5
C,36,Completed,2007-12-26 06:07:38.837,0.33785,0.3299,5.950066585742402,Debt Consolidation,NM,Laborer,Full-time,True,0.59,1635.833333,22.271949286846276,0,4550,200.68,669.5
E,36,Chargedoff,2008-08-30 13:10:53.307,0.3116,0.288,5.950066585742402,Debt Consolidation,MO,Other,Not employed,False,0.27594660400633886,0.0,12.0,2,2600,108.67,569.5
A,36,Completed,2007-06-26 14:54:23.260,0.16557,0.1584,5.950066585742402,Not Available,OR,Computer Programmer,Full-time,True,0.32,7429.166667,22.271949286846276,1,25000,876.95,729.5
D,36,Completed,2007-05-14 09:16:02.833,0.29775999999999997,0.29,5.950066585742402,Not Available,CA,Administrative Assistant,Full-time,False,0.54,3466.666667,22.271949286846276,0,13500,287.75,609.5
AA,36,Completed,2008-04-21 12:32:23.577,0.10592,0.099,5.950066585742402,Personal Loan,PA,Other,Self-employed,False,0.27594660400633886,0.0,22.271949286846276,3,4500,144.99,829.5
A,36,Completed,2008-09-24 17:09:01.617,0.14419,0.13,5.950066585742402,Debt Consolidation,CA,Administrative Assistant,Full-time,False,0.25,3833.333333,22.271949286846276,1,10500,353.79,729.5
HR,36,Completed,2008-05-18 06:08:11.930,0.17904,0.17,5.950066585742402,Business,TX,Fireman,Full-time,True,0.15,2916.666667,22.271949286846276,1,2000,71.31,529.5
D,36,Defaulted,2007-05-05 22:39:31.060,0.2425,0.235,5.950066585742402,Not Available,CA,Food Service Management,Full-time,False,0.38,4333.333333,22.271949286846276,0,2750,107.17,609.5
B,36,Completed,2007-12-18 11:40:17.867,0.13705,0.13,5.950066585742402,Debt Consolidation,CA,Civil Service,Full-time,False,0.27,7927.666667,7.0,0,11000,370.63,689.5
A,36,Completed,2008-10-01 21:13:31.110,0.09598,0.082,5.950066585742402,Debt Consolidation,VT,Professional,Full-time,True,0.15,4833.333333,8.0,0,3700,116.29,749.5
C,36,Completed,2006-12-17 21:08:25.603,0.13705,0.13,5.950066585742402,Not Available,NJ,Other,Not available,True,0.18,4847.166667,22.271949286846276,0,4829,135.28,649.5
C,36,Completed,2008-03-05 19:34:08.713,0.15144000000000002,0.13,5.950066585742402,Personal Loan,IL,Truck Driver,Full-time,True,0.16,4500.0,22.271949286846276,0,1000,33.69,649.5
E,36,Completed,2008-01-11 17:31:17.530,0.33403,0.3101,5.950066585742402,Debt Consolidation,AL,Engineer - Mechanical,Full-time,True,0.23,7107.333333,9.0,0,3000,129.02,569.5
C,36,Completed,2008-07-31 11:47:46.410,0.34408,0.32,5.950066585742402,Other,CA,Executive,Full-time,True,0.21,10060.75,7.0,0,13000,566.21,649.5
HR,36,Chargedoff,2008-06-06 09:09:09.050,0.22135,0.199,5.950066585742402,Business,CO,Realtor,Full-time,False,0.2,3000.0,22.271949286846276,0,1400,51.96,529.5
B,36,Defaulted,2007-02-12 06:35:11.373,0.21488000000000002,0.2075,5.950066585742402,Not Available,MD,Other,Full-time,True,0.36,2500.0,22.271949286846276,1,21000,788.48,689.5
E,36,Chargedoff,2008-02-07 14:59:58.003,0.26272,0.2398,5.950066585742402,Debt Consolidation,IL,Professional,Full-time,False,0.5,2666.666667,10.0,0,2500,98.06,569.5
E,36,Chargedoff,2008-05-28 20:50:33.057,0.26292,0.24,5.950066585742402,Debt Consolidation,WA,Other,Full-time,False,0.27594660400633886,0.0,22.271949286846276,2,3000,117.7,569.5
A,36,Completed,2007-07-25 14:27:42.550,0.09688,0.09,5.950066585742402,Not Available,GA,Other,Full-time,False,0.05,3607.5,22.271949286846276,0,4000,126.11,729.5
HR,36,Completed,2007-07-24 11:35:02.760,0.30564,0.29,5.950066585742402,Not Available,IL,Other,Full-time,False,0.06,3583.333333,22.271949286846276,0,3000,125.72,549.5
A,36,Completed,2008-03-27 04:38:25.837,0.13460999999999998,0.1205,5.950066585742402,Personal Loan,FL,Other,Not employed,True,0.27594660400633886,0.0,22.271949286846276,0,2000,66.48,749.5
C,36,Completed,2006-11-09 17:44:13.090,0.17722000000000002,0.17,5.950066585742402,Not Available,CO,Professional,Not available,False,0.23,5000.0,22.271949286846276,0,3000,106.96,669.5
A,36,Completed,2008-06-02 11:22:59.167,0.11394000000000001,0.1,5.950066585742402,Business,KS,Retail Management,Full-time,False,0.16,6250.0,22.271949286846276,0,4500,145.2,749.5
D,36,Chargedoff,2008-05-15 13:23:15.453,0.37453000000000003,0.35,5.950066585742402,Home Improvement,OK,Retail Management,Full-time,True,0.31,8750.0,15.0,0,1180,53.38,609.5
C,36,Completed,2008-07-26 21:52:24.977,0.19196,0.17,5.950066585742402,Other,FL,Professional,Full-time,False,0.31,6066.666667,17.0,0,2500,89.13,649.5
C,36,Completed,2007-10-10 18:40:23.503,0.16988,0.1627,5.950066585742402,Not Available,FL,Analyst,Full-time,False,0.28,5333.333333,22.271949286846276,1,8500,299.97,649.5
AA,36,Completed,2008-06-06 20:52:17.600,0.06827000000000001,0.0615,5.950066585742402,Personal Loan,HI,Other,Retired,True,0.27594660400633886,0.0,18.0,5,10000,304.9,849.5
C,36,Chargedoff,2007-11-27 10:54:53.107,0.26761999999999997,0.26,5.950066585742402,Not Available,NH,Sales - Retail,Self-employed,True,0.59,3666.666667,22.271949286846276,0,11000,443.2,669.5
C,36,Completed,2007-04-03 20:39:27.113,0.13705,0.13,5.950066585742402,Not Available,TX,Other,Full-time,False,0.26,3333.333333,22.271949286846276,0,2500,82.55,649.5
A,36,Completed,2008-08-25 15:58:33.480,0.0968,0.083,5.950066585742402,Business,IL,Analyst,Full-time,False,0.02,3333.333333,22.271949286846276,0,2000,62.95,729.5
A,36,Completed,2007-07-05 23:12:59.253,0.10692,0.1,5.950066585742402,Not Available,WA,Clerical,Full-time,False,0.23,3052.0,22.271949286846276,0,6100,196.83,749.5
AA,36,Completed,2006-08-30 18:14:10.887,0.11696,0.11,5.950066585742402,Not Available,VA,Administrative Assistant,Not available,True,0.17,3250.0,22.271949286846276,0,7000,229.17,789.5
B,36,Chargedoff,2007-10-15 09:40:05.553,0.16717,0.16,5.950066585742402,Not Available,FL,Skilled Labor,Full-time,True,0.25,3750.0,22.271949286846276,0,15000,527.36,689.5
E,36,Completed,2008-07-20 08:36:15.463,0.3593,0.335,5.950066585742402,Other,CA,Other,Full-time,False,0.19,4166.666667,22.271949286846276,0,1100,48.83,569.5
C,36,Completed,2008-04-20 07:16:54.750,0.12562,0.1045,5.950066585742402,Business,PA,Teacher,Full-time,False,0.28,5750.0,22.271949286846276,0,5000,162.39,669.5
A,36,Completed,2007-05-02 02:50:59.583,0.09577000000000001,0.0785,5.950066585742402,Not Available,NC,Student - College Graduate Student,Full-time,False,0.05,1492.75,22.271949286846276,0,1000,31.27,749.5
A,36,Completed,2008-01-02 21:29:08.820,0.12951,0.1225,5.950066585742402,Debt Consolidation,ID,Professional,Full-time,False,0.17,3514.583333,22.271949286846276,0,8000,266.67,749.5
AA,36,Completed,2008-01-20 12:50:05.733,0.15713,0.15,5.950066585742402,Debt Consolidation,PA,Clergy,Full-time,True,0.23,6039.583333,22.271949286846276,0,24000,818.73,789.5
B,36,Completed,2008-08-27 14:50:24.063,0.2264,0.2115,5.950066585742402,Student Use,MO,Other,Part-time,False,0.15,1416.666667,22.271949286846276,0,4000,151.01,709.5
C,36,Defaulted,2007-08-13 11:32:59.250,0.20432999999999998,0.197,5.950066585742402,Not Available,OH,Other,Retired,True,0.24,2300.0,22.271949286846276,0,2500,92.53,649.5
C,36,Completed,2007-02-03 12:00:39.140,0.15713,0.15,5.950066585742402,Not Available,UT,Sales - Commission,Not available,True,0.22,6666.666667,22.271949286846276,0,21000,727.97,669.5
C,36,Defaulted,2007-05-28 07:34:11.657,0.13202,0.125,5.950066585742402,Not Available,OH,Other,Full-time,True,0.09,2600.0,22.271949286846276,0,3000,100.36,669.5
C,36,Chargedoff,2007-08-20 17:57:51.713,0.17219,0.165,5.950066585742402,Not Available,CA,Professional,Full-time,True,0.55,2000.0,22.271949286846276,0,10101,357.62,649.5
A,36,Completed,2007-11-24 19:20:06.347,0.11685999999999999,0.1099,5.950066585742402,Not Available,MO,Professional,Full-time,True,0.26,1870.9166670000002,9.0,0,7500,245.5,749.5
C,36,Completed,2006-12-06 16:23:29.533,0.16235,0.1552,5.950066585742402,Not Available,UT,Other,Not available,False,0.21,3666.666667,22.271949286846276,0,20000,698.41,649.5
C,36,Chargedoff,2008-04-14 13:49:03.933,0.22591,0.2035,5.950066585742402,Personal Loan,AZ,Nurse's Aide,Full-time,True,0.23,3000.0,22.271949286846276,1,3000,112.03,669.5
B,36,Chargedoff,2007-08-08 20:01:35.833,0.15181,0.1447,5.950066585742402,Not Available,IN,Other,Full-time,False,0.69,2041.6666670000002,22.271949286846276,0,3500,120.42,709.5
HR,36,Defaulted,2007-01-14 14:10:21.707,0.27276,0.26,5.950066585742402,Not Available,MO,Laborer,Not available,False,0.05,2333.333333,22.271949286846276,0,1500,60.44,489.5
B,36,Chargedoff,2008-05-10 15:33:28.383,0.16426,0.1499,5.950066585742402,Debt Consolidation,GA,Other,Full-time,True,0.32,8333.333333,14.0,0,16000,554.57,689.5
D,36,Completed,2008-05-01 01:23:23.367,0.17677,0.155,5.950066585742402,Business,CA,Other,Full-time,False,0.2,4291.666667,22.271949286846276,0,7500,261.83,629.5
D,36,Chargedoff,2008-08-02 16:29:07.247,0.32378,0.3,5.950066585742402,Other,PA,Professional,Full-time,True,0.28,4082.0,22.271949286846276,0,1800,76.41,609.5
D,36,Completed,2007-04-12 12:28:25.093,0.24753000000000003,0.24,5.950066585742402,Not Available,WA,Clerical,Full-time,False,0.25,2750.0,22.271949286846276,0,2500,98.08,609.5
E,36,Chargedoff,2007-04-25 17:48:14.383,0.30564,0.29,5.950066585742402,Not Available,CA,Professional,Self-employed,False,0.09,3750.0,22.271949286846276,0,4000,167.62,569.5
AA,36,Completed,2007-12-13 13:05:36.240,0.11696,0.11,5.950066585742402,Debt Consolidation,WA,Other,Self-employed,True,0.27594660400633886,11417.583333,22.271949286846276,0,10000,324.54,829.5
C,36,Chargedoff,2007-08-14 09:44:12.430,0.23748000000000002,0.23,5.950066585742402,Not Available,AZ,Accountant/CPA,Full-time,True,0.19,5416.666667,22.271949286846276,0,4000,154.84,649.5
B,36,Completed,2008-05-18 06:29:58.140,0.21379,0.199,5.950066585742402,Business,NC,Food Service Management,Self-employed,True,0.27594660400633886,0.0,23.0,0,12000,436.0,689.5
E,36,Completed,2008-06-16 08:28:08.097,0.26393,0.241,5.950066585742402,Personal Loan,WI,Other,Full-time,True,0.15,2750.0,22.271949286846276,0,1000,39.29,569.5
B,36,Completed,2008-09-23 14:14:21.677,0.14409,0.1299,5.950066585742402,Business,TX,Professional,Full-time,False,0.24,4333.333333,23.0,0,6000,202.13,709.5
D,36,Completed,2008-06-30 18:30:05.863,0.27305999999999997,0.25,5.950066585742402,Debt Consolidation,PA,Other,Full-time,True,0.28,2500.0,22.271949286846276,0,1000,38.72,609.5
A,36,Completed,2007-08-12 18:01:40.583,0.18224,0.175,5.950066585742402,Not Available,MA,Tradesman - Electrician,Full-time,True,0.12,8905.75,22.271949286846276,0,25000,897.55,749.5
HR,36,Chargedoff,2007-02-27 18:57:20.887,0.21813000000000002,0.2033,5.950066585742402,Not Available,MI,Sales - Retail,Full-time,False,0.39,1656.416667,22.271949286846276,0,2000,74.66,529.5
A,36,Completed,2007-02-09 13:35:14.837,0.13202,0.125,5.950066585742402,Not Available,TX,Sales - Commission,Not available,False,0.52,2666.666667,22.271949286846276,0,16000,535.26,729.5
B,36,Defaulted,2007-05-27 16:19:51.530,0.10980999999999999,0.0924,5.950066585742402,Not Available,CT,Construction,Full-time,False,0.03,1250.0,22.271949286846276,0,1000,31.91,689.5
D,36,Defaulted,2007-03-10 18:57:01.227,0.29775999999999997,0.29,5.950066585742402,Not Available,TX,Construction,Full-time,False,0.49,1833.3333329999998,22.271949286846276,0,5001,209.57,629.5
B,36,Completed,2008-02-11 20:26:55.957,0.15428,0.14,5.950066585742402,Debt Consolidation,OR,Sales - Retail,Full-time,False,0.39,2166.666667,22.271949286846276,1,11000,355.63,689.5
HR,36,Completed,2008-01-29 20:57:09.197,0.2249,0.2025,5.950066585742402,Personal Loan,IL,Other,Full-time,True,0.13,5833.333333,22.271949286846276,0,1500,55.94,529.5
C,36,Defaulted,2006-10-19 14:40:28.753,0.16014,0.153,5.950066585742402,Not Available,TX,Student - College Sophomore,Not available,False,0.2,1000.0,22.271949286846276,0,3000,104.44,649.5
C,36,Completed,2008-02-25 18:27:19.287,0.17322,0.1515,5.950066585742402,Personal Loan,WA,Other,Full-time,False,0.4,4423.5,22.271949286846276,0,2500,86.85,649.5
E,36,Chargedoff,2007-07-30 09:52:54.510,0.19987,0.1852,5.950066585742402,Not Available,CO,Clerical,Full-time,False,0.39,2747.333333,22.271949286846276,0,1800,65.54,589.5
C,36,Completed,2008-06-26 05:57:07.940,0.18183,0.16,5.950066585742402,Debt Consolidation,FL,Executive,Full-time,True,0.09,9583.333333,22.271949286846276,0,3000,103.86,669.5
D,36,Completed,2008-05-21 11:01:54.313,0.24264000000000002,0.22,5.950066585742402,Personal Loan,ID,Other,Full-time,False,0.51,2300.0,22.271949286846276,0,1500,57.29,609.5
B,36,Chargedoff,2008-03-28 05:14:44.917,0.19412000000000001,0.1795,5.950066585742402,Personal Loan,MD,Nurse's Aide,Full-time,False,0.09,2750.0,22.271949286846276,0,6125,221.28,709.5
E,36,Completed,2007-09-04 20:12:31.417,0.26526,0.25,5.950066585742402,Not Available,MN,Administrative Assistant,Full-time,True,0.34,4125.0,22.271949286846276,0,6000,238.56,589.5
D,36,Chargedoff,2008-05-10 07:17:08.453,0.16460999999999998,0.143,5.950066585742402,Personal Loan,MA,Sales - Retail,Full-time,False,0.1,1425.0,22.271949286846276,0,1500,51.49,609.5
D,36,Chargedoff,2007-02-20 19:50:41.417,0.1747,0.1675,5.950066585742402,Not Available,UT,Military Officer,Retired,False,0.36,3181.0,22.271949286846276,1,9000,319.76,609.5
HR,36,Chargedoff,2008-03-04 07:47:06.333,0.37401999999999996,0.3495,5.950066585742402,Debt Consolidation,IL,Clerical,Full-time,True,0.11,3311.0,22.271949286846276,1,1000,45.21,549.5
D,36,Completed,2008-01-10 20:39:44.450,0.08987,0.0776,5.950066585742402,Personal Loan,TX,Clerical,Full-time,False,0.02,2500.0,8.0,0,1400,43.72,609.5
AA,36,Completed,2006-08-08 16:31:49.747,0.09888999999999999,0.092,5.950066585742402,Not Available,OR,Professional,Not available,True,0.12,8333.333333,22.271949286846276,0,10000,318.93,829.5
